"GEO_ID","NAME","H001001"
"id","Geographic Area Name","Total"
"8710000US3728086","ZCTA5 28086, North Carolina","11200"
"8710000US3728088","ZCTA5 28088, North Carolina","1316"
"8710000US3728089","ZCTA5 28089, North Carolina","53"
"8710000US3728090","ZCTA5 28090, North Carolina","3704"
"8710000US3728091","ZCTA5 28091, North Carolina","1175"
"8710000US3728092","ZCTA5 28092, North Carolina","16585"
"8710000US3728097","ZCTA5 28097, North Carolina","2282"
"8710000US3728098","ZCTA5 28098, North Carolina","1568"
"8710000US3728101","ZCTA5 28101, North Carolina","306"
"8710000US3728102","ZCTA5 28102, North Carolina","33"
"8710000US3728103","ZCTA5 28103, North Carolina","4217"
"8710000US3728104","ZCTA5 28104, North Carolina","10148"
"8710000US3728105","ZCTA5 28105, North Carolina","16107"
"8710000US3728107","ZCTA5 28107, North Carolina","2664"
"8710000US3728108","ZCTA5 28108, North Carolina","22"
"8710000US3728109","ZCTA5 28109, North Carolina","88"
"8710000US3728110","ZCTA5 28110, North Carolina","18609"
"8710000US3728112","ZCTA5 28112, North Carolina","10254"
"8710000US3728114","ZCTA5 28114, North Carolina","3421"
"8710000US3728115","ZCTA5 28115, North Carolina","14162"
"8710000US3728117","ZCTA5 28117, North Carolina","15417"
"8710000US3728119","ZCTA5 28119, North Carolina","1279"
"8710000US3728120","ZCTA5 28120, North Carolina","8354"
"8710000US3728124","ZCTA5 28124, North Carolina","2654"
"8710000US3728125","ZCTA5 28125, North Carolina","1069"
"8710000US3728127","ZCTA5 28127, North Carolina","5033"
"8710000US3728128","ZCTA5 28128, North Carolina","3750"
"8710000US3728129","ZCTA5 28129, North Carolina","2437"
"8710000US3728133","ZCTA5 28133, North Carolina","1306"
"8710000US3728134","ZCTA5 28134, North Carolina","4287"
"8710000US3728135","ZCTA5 28135, North Carolina","1799"
"8710000US3728137","ZCTA5 28137, North Carolina","1380"
"8710000US3728138","ZCTA5 28138, North Carolina","4398"
"8710000US3728139","ZCTA5 28139, North Carolina","9304"
"8710000US3728144","ZCTA5 28144, North Carolina","11233"
"8710000US3728146","ZCTA5 28146, North Carolina","12701"
"8710000US3728147","ZCTA5 28147, North Carolina","9845"
"8710000US3728150","ZCTA5 28150, North Carolina","13068"
"8710000US3728152","ZCTA5 28152, North Carolina","10811"
"8710000US3728159","ZCTA5 28159, North Carolina","1351"
"8710000US3728160","ZCTA5 28160, North Carolina","1866"
"8710000US3728163","ZCTA5 28163, North Carolina","2106"
"8710000US3728164","ZCTA5 28164, North Carolina","5857"
"8710000US3728166","ZCTA5 28166, North Carolina","3836"
"8710000US3728167","ZCTA5 28167, North Carolina","1214"
"8710000US3728168","ZCTA5 28168, North Carolina","4365"
"8710000US3728169","ZCTA5 28169, North Carolina","83"
"8710000US3728170","ZCTA5 28170, North Carolina","5712"
"8710000US3728173","ZCTA5 28173, North Carolina","15103"
"8710000US3728174","ZCTA5 28174, North Carolina","2905"
"8710000US3728202","ZCTA5 28202, North Carolina","6303"
"8710000US3728203","ZCTA5 28203, North Carolina","7544"
"8710000US3728204","ZCTA5 28204, North Carolina","2986"
"8710000US3728205","ZCTA5 28205, North Carolina","20944"
"8710000US3728206","ZCTA5 28206, North Carolina","4663"
"8710000US3728207","ZCTA5 28207, North Carolina","4205"
"8710000US3728208","ZCTA5 28208, North Carolina","14892"
"8710000US3728209","ZCTA5 28209, North Carolina","11007"
"8710000US3728210","ZCTA5 28210, North Carolina","21115"
"8710000US3728211","ZCTA5 28211, North Carolina","13788"
"8710000US3728212","ZCTA5 28212, North Carolina","16957"
"8710000US3728213","ZCTA5 28213, North Carolina","15784"
"8710000US3728214","ZCTA5 28214, North Carolina","13701"
"8710000US3728215","ZCTA5 28215, North Carolina","20940"
"8710000US3728216","ZCTA5 28216, North Carolina","19213"
"8710000US3728217","ZCTA5 28217, North Carolina","10247"
"8710000US3728226","ZCTA5 28226, North Carolina","16730"
"8710000US3728227","ZCTA5 28227, North Carolina","19967"
"8710000US3728244","ZCTA5 28244, North Carolina","0"
"8710000US3728262","ZCTA5 28262, North Carolina","15104"
"8710000US3728269","ZCTA5 28269, North Carolina","28886"
"8710000US3728270","ZCTA5 28270, North Carolina","12854"
"8710000US3728273","ZCTA5 28273, North Carolina","13237"
"8710000US3728277","ZCTA5 28277, North Carolina","25176"
"8710000US3728278","ZCTA5 28278, North Carolina","7858"
"8710000US3728280","ZCTA5 28280, North Carolina","6"
"8710000US3728282","ZCTA5 28282, North Carolina","0"
"8710000US3728301","ZCTA5 28301, North Carolina","7693"
"8710000US3728303","ZCTA5 28303, North Carolina","14646"
"8710000US3728304","ZCTA5 28304, North Carolina","16029"
"8710000US3728305","ZCTA5 28305, North Carolina","3366"
"8710000US3728306","ZCTA5 28306, North Carolina","16069"
"8710000US3728307","ZCTA5 28307, North Carolina","5294"
"8710000US3728308","ZCTA5 28308, North Carolina","35"
"8710000US3728310","ZCTA5 28310, North Carolina","0"
"8710000US3728311","ZCTA5 28311, North Carolina","15746"
"8710000US3728312","ZCTA5 28312, North Carolina","8043"
"8710000US3728314","ZCTA5 28314, North Carolina","24124"
"8710000US3728315","ZCTA5 28315, North Carolina","5323"
"8710000US3728318","ZCTA5 28318, North Carolina","2085"
"8710000US3728320","ZCTA5 28320, North Carolina","4345"
"8710000US3728323","ZCTA5 28323, North Carolina","1365"
"8710000US3728325","ZCTA5 28325, North Carolina","223"
"8710000US3728326","ZCTA5 28326, North Carolina","6599"
